id,shapeset,type,total_height,instability_type,cam_angle,stable_height
39858,2,1,6,1,2,5
39958,2,2,5,0,2,5
40057,2,1,6,1,1,5
40081,2,1,5,1,1,3
40096,1,2,2,0,1,2
40098,2,2,5,1,2,4
40175,2,1,2,1,2,1
40405,1,1,3,1,2,2
40804,2,1,2,2,1,1
40844,2,1,4,1,1,1
40845,1,1,6,1,1,4
41066,2,2,6,0,1,6
41244,2,1,6,1,1,1
41325,1,1,6,1,1,2
41340,1,2,5,1,2,3
41384,2,2,2,0,1,2
41415,2,1,3,0,2,3
41420,2,2,5,1,1,1
41498,2,2,4,1,1,2
41555,2,1,3,1,1,2
41650,1,2,4,1,1,3
41675,2,1,6,1,1,4
41732,1,1,6,1,1,4
41832,2,2,2,0,1,2
41862,2,1,5,0,1,5
42090,2,1,4,1,1,1
42110,2,1,3,0,2,3
42653,2,1,6,1,1,4
42766,1,2,5,1,1,4
42939,2,1,3,0,1,3
42996,2,2,4,1,1,1
43043,2,2,5,2,1,2
43051,2,2,2,0,1,2
43131,2,1,5,0,1,5
43204,2,2,4,2,1,3
43216,2,1,4,2,2,3
43230,2,1,6,2,1,2
43373,2,2,6,2,1,4
43407,2,1,6,2,2,3
43416,1,1,3,1,1,2
43435,2,1,4,2,1,2
43591,2,2,3,2,2,2
43656,2,2,6,1,1,3
43693,2,1,2,0,1,2
43711,2,2,2,2,2,1
43865,2,2,6,2,1,4
43919,2,2,6,0,1,6
43961,2,2,4,2,1,2
43981,2,2,2,1,1,1
44072,2,1,5,2,1,3
44223,1,2,5,1,2,1
44395,2,1,3,1,1,1
44599,2,1,6,2,1,1
44678,2,1,6,2,1,2
44841,2,1,6,0,2,6
44911,2,2,5,2,1,4
44943,2,2,4,1,1,3
45063,2,2,6,1,1,3
45228,2,1,6,2,1,1
45385,2,1,6,1,2,3
45464,2,1,4,2,2,1
45653,1,1,3,1,2,2
46008,1,2,4,1,1,1
46081,1,2,4,1,1,3
46172,2,2,4,1,1,1
46175,1,1,5,1,1,3
46610,2,1,3,1,1,2
46689,2,2,4,1,1,2
46697,2,2,4,1,1,3
46763,2,1,6,2,2,5
46791,2,2,6,1,1,2
46795,2,1,6,1,1,4
47134,2,2,4,1,2,1
47164,1,1,2,1,1,1
47182,1,2,6,0,1,6
47327,2,2,5,0,1,5
47396,1,1,2,1,2,1
47400,2,1,6,1,1,1
47489,1,2,2,0,1,2
47687,1,2,2,0,2,2
47700,2,1,5,2,1,2
48374,1,1,5,1,1,4
48675,2,1,6,1,1,2
49025,2,1,5,1,1,4
49117,2,1,4,0,1,4
49246,1,1,5,1,2,1
49270,2,1,5,0,2,5
49366,2,1,4,1,1,2
49694,1,2,4,1,1,2
49719,2,1,5,2,1,2
49931,2,1,4,1,1,2
50275,2,1,3,1,1,2
50496,2,2,6,2,2,1
50502,1,2,6,1,2,1
50560,1,1,3,1,1,1
50598,2,1,6,2,1,2
50747,2,2,6,2,1,1
50832,2,2,3,1,1,2
50858,2,1,4,0,1,4
50861,2,1,5,1,1,1
50993,2,2,2,2,1,1
51053,2,1,4,1,1,1
51058,1,1,5,1,1,3
51246,1,1,4,1,1,1
51588,1,2,6,1,1,3
51596,1,1,4,1,1,2
51665,2,2,5,2,1,2
51819,2,2,2,1,1,1
51828,2,2,5,2,1,4
51919,2,2,5,0,1,5
51922,2,2,2,1,2,1
52099,2,1,6,1,1,4
52159,1,1,4,1,1,1
52304,1,1,2,1,1,1
52347,1,2,6,1,1,5
52840,1,1,6,1,1,1
52934,2,2,5,2,2,4
53012,2,1,5,0,1,5
53022,2,1,5,2,1,3
53047,1,1,5,1,2,2
53098,2,1,6,1,1,4
53233,2,2,3,2,1,2
53744,2,1,6,1,1,5
53767,2,2,5,1,1,4
53833,2,1,6,2,1,2
54093,2,1,6,2,1,1
54571,2,2,6,1,2,1
54679,2,2,6,1,1,5
54721,1,1,4,1,1,3
54786,2,2,6,0,2,6
54790,2,2,4,2,1,3
54964,2,1,4,1,1,2
54989,2,2,6,2,1,4
55013,2,2,6,1,1,1
55166,2,1,5,2,2,3
55213,1,2,5,1,1,4
55235,1,2,6,1,2,2
55342,2,2,6,2,1,1
55355,2,2,2,2,1,1
55432,2,1,3,0,1,3
55447,2,1,6,2,1,4
55899,2,2,2,0,1,2
55900,1,1,6,1,1,5
56164,1,2,4,1,1,1
56197,2,2,2,2,1,1
56325,2,2,6,1,2,3
56356,1,1,6,1,1,4
56455,2,1,5,1,1,2
56490,1,1,3,1,1,1
56699,1,2,5,1,1,4
56849,1,1,6,1,1,1
56906,2,1,6,2,2,4
57231,2,2,6,1,2,1
57315,1,1,4,1,1,1
57390,2,1,2,0,1,2
57477,2,2,6,2,1,3
57901,2,2,2,0,1,2
57964,1,2,3,1,2,2
58069,2,1,3,0,1,3
58107,2,2,3,2,2,2
58173,2,2,2,0,2,2
58224,1,1,2,0,1,2
58247,1,2,6,1,2,1
58451,2,1,5,1,1,4
58501,2,2,4,1,1,3
59049,1,1,6,1,1,1
59064,2,2,5,2,1,2
59143,2,1,6,1,1,2
59308,1,2,2,0,1,2
59430,1,2,5,1,2,1
59476,2,2,6,0,2,6
59500,1,2,6,1,1,1
59628,2,1,5,0,1,5
59666,1,1,5,0,1,5
59812,2,2,5,2,1,3
59840,2,1,5,1,1,2
59927,2,1,4,2,1,2
59946,2,2,6,1,2,2
59991,2,2,6,1,2,1
60320,2,1,2,0,1,2
60369,2,1,5,2,1,2
60373,2,2,5,0,1,5
61077,1,2,4,0,1,4
61460,1,2,4,1,2,2
61468,2,2,5,1,2,4
61803,2,2,2,0,1,2
61989,2,1,6,2,2,5
62128,2,1,6,2,2,4
62273,2,1,5,1,1,4
62324,2,1,4,2,1,3
62337,2,2,5,1,1,2
62392,2,1,2,0,1,2
62514,2,2,5,0,1,5
62668,2,2,5,2,1,1
62731,2,2,4,1,1,2
62886,1,2,5,1,1,1
63031,2,1,6,2,2,3
63051,1,2,4,1,2,1
63178,1,1,6,1,1,3
63218,1,1,4,0,1,4
63332,2,2,2,1,1,1
63513,2,1,4,2,1,3
63617,1,1,3,1,1,2
63771,1,2,2,1,2,1
63818,1,2,5,1,1,1
63836,2,2,4,0,1,4
63992,2,1,5,0,1,5
64185,2,2,6,0,1,6
64588,1,1,5,0,1,5
64594,2,1,6,1,1,3
64996,1,2,6,1,1,5
65616,2,2,6,0,1,6
65730,1,2,4,1,1,2
66495,2,1,6,0,2,6
66522,1,1,5,1,1,4
66547,1,1,2,0,1,2
66625,2,2,6,2,2,5
66705,2,1,6,1,1,1
66991,2,2,5,2,1,3
67188,1,2,5,1,1,1
67413,2,2,6,1,1,1
67444,2,2,4,2,1,2
67466,1,2,3,0,1,3
67614,1,2,5,1,1,2
67674,2,1,6,1,1,2
67712,2,1,2,1,2,1
67816,1,1,2,0,1,2
68291,1,1,5,0,1,5
68530,2,2,4,2,1,3
68607,2,2,4,1,1,2
68768,2,2,3,2,1,1
68783,2,1,6,0,1,6
68843,1,2,5,1,1,1
68899,2,2,5,0,1,5
69034,1,2,4,1,2,2
69152,1,1,5,1,2,2
69188,1,2,6,0,1,6
69228,2,1,2,0,1,2
69298,2,2,3,1,1,1
69388,1,2,6,1,1,1
69508,2,1,4,2,1,1
69524,1,1,6,1,1,5
69625,2,2,2,0,1,2
69840,1,1,3,1,2,1
69866,2,1,3,1,2,2
69913,2,1,6,2,2,2
70205,2,1,6,2,1,4
70283,2,2,6,2,2,3
70567,2,1,3,2,2,2
70577,1,2,5,1,2,3
70676,2,2,4,0,1,4
71037,2,2,4,1,2,2
71038,2,2,6,0,2,6
71072,1,2,5,1,1,1
71099,1,2,5,0,1,5
71149,1,2,3,1,1,1
71229,2,1,4,2,1,2
71431,1,1,2,0,1,2
71523,2,2,5,1,1,3
71559,2,1,5,2,1,3
71641,1,1,5,1,1,4
71864,2,2,6,0,1,6
71954,2,2,5,0,1,5
72072,1,2,6,1,1,1
72129,2,2,4,0,1,4
72297,1,1,4,1,1,3
72566,2,2,6,2,2,2
73304,1,2,2,1,1,1
73309,1,2,4,0,1,4
73334,2,2,4,2,1,3
73374,2,2,4,0,1,4
73542,2,1,2,0,1,2
73598,2,1,5,1,1,1
73660,2,1,3,1,1,2
73701,2,1,3,2,1,1
73797,2,1,6,1,1,5
73953,1,2,5,1,1,1
74042,2,2,2,0,1,2
74066,2,1,3,2,1,2
74100,2,1,4,0,1,4
74163,1,2,6,1,1,2
74164,2,1,5,1,1,4
74549,2,2,4,2,2,1
74661,2,2,4,0,1,4
74890,2,2,6,1,1,5
74985,1,2,4,1,1,3
75021,1,2,5,1,2,3
75022,2,2,2,0,2,2
75088,2,1,3,0,1,3
75098,2,2,6,2,2,4
75172,1,1,5,1,2,4
75467,2,2,6,0,1,6
75654,2,2,3,0,2,3
75906,2,2,6,1,1,4
76090,2,1,5,1,1,3
76137,1,2,4,1,2,2
76209,1,1,4,1,1,1
76260,2,1,3,2,1,2
76300,2,2,6,2,1,5
76409,2,1,4,2,1,2
76448,1,1,6,0,1,6
76540,2,1,6,1,2,2
76657,1,2,3,1,1,1
76673,2,1,6,2,1,1
76783,2,1,5,2,1,4
76822,2,1,6,1,2,2
76839,2,2,2,1,1,1
76915,2,1,4,0,1,4
76933,2,1,4,1,2,3
77108,1,1,2,0,1,2
77217,2,1,5,0,1,5
77447,1,2,5,1,1,3
78112,1,2,4,1,1,3
78302,2,1,4,1,1,1
78767,1,1,5,0,1,5
78847,2,2,6,1,1,5
78869,1,1,6,0,2,6
78969,2,2,6,1,1,5
79011,2,1,6,1,1,4
79042,2,2,6,2,2,4
79120,1,1,5,1,1,3
79124,1,2,5,1,1,4
79175,2,1,6,2,2,1
79240,2,1,4,0,1,4
79313,2,2,6,1,1,4
79579,2,1,4,2,1,2
79680,1,1,2,1,1,1
79775,1,1,5,1,1,3
79848,1,1,5,1,1,4
79889,2,1,6,1,2,2
79907,1,2,4,1,1,2
80148,1,1,2,1,1,1
80214,1,2,3,0,1,3
80276,2,1,6,2,1,4
80539,2,1,5,2,1,4
80594,1,1,6,1,1,3
80612,2,2,6,1,1,5
80724,2,2,6,0,1,6
81436,2,1,6,1,2,4
81626,2,2,4,1,1,3
81939,2,2,5,1,2,4
81977,1,1,2,1,1,1
82043,2,2,5,2,1,2
82163,2,2,6,2,1,3
82206,1,2,6,1,1,3
82341,2,2,5,2,2,3
82393,2,2,5,1,1,1
82812,1,2,2,0,2,2
82858,2,2,2,0,2,2
82946,2,1,3,0,2,3
83111,2,1,3,1,1,2
83339,2,2,3,0,2,3
83529,2,1,6,2,2,2
83804,2,2,6,1,2,1
83911,2,1,5,0,1,5
84076,2,1,3,0,2,3
84082,2,2,3,1,1,1
84291,1,1,5,0,1,5
84344,2,2,4,2,1,1
84456,1,1,5,1,1,2
84574,2,2,5,0,1,5
84609,1,2,2,1,1,1
84636,1,1,4,1,1,2
84656,1,2,6,1,1,4
84686,1,2,6,1,2,5
85002,2,2,4,1,2,2
85019,2,2,4,1,1,2
85083,2,1,3,0,2,3
85222,1,2,4,1,2,3
85689,1,2,2,1,1,1
85899,2,2,5,1,1,3
85904,2,2,2,1,1,1
86064,2,1,4,0,2,4
86249,1,2,6,1,2,3
86268,2,1,3,1,1,1
86501,2,2,5,2,1,2
86772,2,1,6,1,1,3
87034,2,2,2,0,1,2
87103,1,2,5,0,1,5
87332,2,1,5,2,1,2
87359,2,2,2,0,1,2
87422,1,1,4,1,2,3
87580,1,1,5,1,1,2
87964,2,2,5,1,1,1
88192,1,2,5,1,1,3
88487,2,1,4,2,1,3
88560,2,1,3,0,1,3
88678,2,2,6,1,1,5
89323,2,2,4,1,2,3
89329,2,2,3,2,1,1
89564,2,2,5,1,1,3
89589,1,2,6,1,1,5
90254,2,1,4,1,2,2
90267,2,1,6,1,1,5
90354,2,1,5,1,1,2
90364,2,1,6,1,1,1
90527,2,2,4,2,1,3
90604,2,1,6,1,1,2
90613,1,1,6,1,1,2
90638,1,1,2,0,1,2
91452,1,2,5,1,1,2
91681,1,1,4,1,1,3
91695,2,2,5,1,2,3
91702,2,2,6,2,1,4
91754,1,2,5,0,1,5
91775,1,2,4,1,1,3
91840,2,1,4,2,1,2
91872,2,1,5,0,2,5
92026,2,1,6,1,2,3
92080,2,2,2,0,1,2
92129,1,2,6,1,1,3
92132,2,2,4,1,1,3
92240,2,1,6,1,1,1
92379,2,1,5,1,1,1
92784,1,2,3,0,2,3
92904,2,1,6,1,1,3
93113,2,1,4,1,2,2
93167,2,1,4,1,2,1
93286,2,2,3,0,1,3
93315,2,2,6,1,1,5
93532,2,2,5,2,1,4
93616,2,2,6,1,1,4
93920,1,1,6,1,2,5
94080,2,2,4,2,1,2
94247,2,1,4,1,1,2
94291,1,2,4,1,1,1
94477,1,2,6,1,1,3
94516,1,2,3,1,1,1
94571,1,2,2,0,2,2
94590,2,1,4,2,2,1
94738,2,2,3,2,2,1
94819,1,2,5,0,1,5
94940,2,2,6,2,1,1
95000,2,2,6,2,2,2
95218,2,1,6,2,2,1
95299,2,2,4,2,2,1
95529,1,2,4,1,1,2
95545,2,1,5,0,1,5
95789,1,2,6,1,2,2
95866,2,2,4,1,1,2
96034,1,1,2,0,1,2
96297,1,2,5,1,1,2
96301,1,2,2,1,1,1
96483,1,2,2,0,1,2
96510,2,2,5,1,1,4
96701,2,2,4,2,1,1
96850,2,2,3,2,1,2
97064,1,1,3,1,1,2
97212,2,1,5,2,2,4
97270,1,2,5,1,1,1
97318,1,1,5,1,2,3
97346,2,1,6,0,1,6
97610,2,1,2,0,1,2
97676,1,2,6,1,2,1
97789,2,2,3,1,1,2
98077,2,1,6,2,1,4
98082,1,1,6,1,2,2
98361,1,2,6,0,2,6
98591,1,1,2,0,1,2
98803,2,1,4,0,1,4
98878,2,1,6,1,2,1
98895,1,2,4,1,1,1
98904,2,1,5,2,2,3
98918,2,2,3,0,1,3
98942,2,1,2,0,2,2
98971,2,1,6,2,1,4
99008,1,2,3,0,1,3
99018,2,2,6,2,2,4
99100,2,2,5,1,1,2
99251,2,2,4,0,1,4
99329,2,1,5,1,1,3
99345,2,1,2,0,1,2
99692,1,2,3,1,1,2
99792,1,1,6,1,1,1
99825,1,2,6,0,1,6
99903,1,1,2,0,2,2
100202,2,2,3,1,1,1
100487,1,2,6,1,1,1
100523,2,2,6,1,2,3
100600,2,2,5,2,1,2
100616,1,1,6,0,2,6
100802,1,1,2,1,1,1
100908,1,2,2,0,1,2
101151,2,1,6,0,1,6
101152,2,2,5,2,1,2
101248,2,1,6,2,1,1
101384,1,1,3,1,1,1
101404,1,2,2,0,1,2
101455,2,2,4,2,1,2
101490,2,1,4,1,1,2
101728,2,1,2,0,1,2
102065,2,2,5,2,1,2
102092,1,2,5,0,1,5
102095,2,2,4,2,1,2
102413,2,1,6,1,1,5
102543,1,2,4,0,1,4
102666,1,1,3,1,1,1
102688,2,1,5,1,1,4
102738,1,2,2,0,1,2
102779,2,2,2,0,2,2
102788,1,2,6,1,2,2
102823,2,2,5,0,1,5
103319,1,1,4,1,1,1
103388,2,2,4,0,2,4
103420,2,1,2,0,2,2
103502,1,1,2,0,1,2
103714,2,2,3,0,1,3
104307,2,1,2,0,1,2
104399,2,1,6,1,2,4
104443,2,2,6,1,1,1
105065,1,2,4,1,1,1
105227,2,1,4,2,1,1
105506,2,2,5,1,1,1
105589,2,1,6,2,2,4
105627,2,1,5,0,1,5
105848,2,2,5,2,2,4
105881,2,2,5,1,1,1
106565,1,1,4,1,2,2
106722,2,1,4,0,1,4
106836,2,2,6,2,2,1
106845,2,1,4,1,2,2
106881,2,1,5,0,2,5
106905,1,1,4,1,1,3
106951,2,1,2,0,2,2
107147,2,1,5,0,1,5
107308,1,1,3,0,2,3
107359,1,2,4,1,1,1
107474,1,2,6,1,1,4
107494,2,1,4,2,1,3
107700,2,1,5,1,1,3
107703,1,2,5,1,1,2
108685,2,2,6,1,2,4
108857,2,2,5,1,2,3
108919,1,2,4,1,1,1
109163,2,1,5,1,1,4
109201,2,1,4,0,2,4
109333,2,1,3,2,2,2
109338,2,2,2,0,2,2
109481,1,2,5,1,2,4
109520,1,1,5,1,1,3
109594,2,2,6,1,2,5
109695,1,2,2,0,1,2
109757,1,2,5,1,1,3
110254,2,2,3,1,1,2
110302,2,2,4,0,1,4
110619,2,2,6,1,1,3
110675,2,1,3,1,1,1
110875,2,2,4,2,1,1
110926,2,1,5,0,1,5
111000,1,1,6,1,2,1
111034,1,2,4,1,1,1
111050,2,1,3,0,1,3
111297,1,2,6,1,1,1
111345,2,2,6,2,1,4
111580,2,2,6,2,1,4
111824,2,1,6,2,2,1
111886,1,2,6,1,1,1
112016,2,2,3,0,1,3
112053,1,2,3,1,1,2
112086,2,1,5,0,1,5
112429,2,2,5,2,1,1
112457,2,1,6,1,1,5
112632,2,1,4,1,1,2
112855,2,1,4,0,2,4
112885,2,2,2,2,1,1
113069,2,2,6,2,1,2
113690,1,1,4,0,1,4
114017,2,1,4,1,1,2
114223,2,1,5,1,2,1
114385,2,1,6,1,1,1
114902,2,1,5,1,1,2
115169,2,2,5,2,1,1
115541,2,2,6,1,1,2
115631,2,1,5,0,1,5
115763,1,2,2,0,1,2
115828,2,2,5,2,2,2
116085,1,2,2,0,1,2
116121,2,1,5,2,1,3
116154,1,1,6,1,1,3
116363,1,1,3,1,1,1
116483,1,1,6,1,1,2
116485,2,2,4,0,1,4
116614,2,2,6,0,1,6
116917,2,2,5,2,2,3
117456,2,1,4,1,1,3
117513,2,2,5,1,1,2
117735,2,1,3,2,1,1
117746,2,2,4,1,1,2
118201,1,1,4,1,1,3
118346,2,1,6,1,1,3
118387,1,2,4,1,1,3
118396,2,1,4,0,1,4
118682,2,1,6,0,2,6
118810,2,1,6,1,2,5
118853,1,1,6,1,2,5
118989,1,1,2,1,2,1
119341,1,2,5,1,1,1
119577,2,1,6,0,1,6
120249,1,2,6,1,1,5
120602,2,1,2,1,1,1
120627,1,1,6,1,2,1
120740,2,1,6,1,2,1
120790,2,2,6,0,1,6
120987,2,1,5,2,2,4
121032,2,1,4,0,2,4
121055,2,1,6,1,1,2
121264,1,2,2,1,1,1
121722,2,2,5,0,1,5
121906,1,1,4,1,1,2
121977,1,1,4,0,1,4
122023,2,2,6,2,1,4
122045,1,2,3,1,1,1
122091,2,2,5,1,2,4
122266,2,1,2,2,1,1
122274,2,1,4,0,2,4
122364,1,1,6,1,1,2
122552,2,1,6,1,1,5
122566,2,2,3,0,2,3
122661,1,1,5,1,1,2
122766,1,2,3,1,1,2
122842,2,1,5,1,1,3
