id,shapeset,type,total_height,instability_type,cam_angle,stable_height
546409,1,1,5,1,2,4
569194,2,1,5,2,1,2
360598,2,2,6,1,2,3
39293,2,1,5,1,1,3
747020,2,1,6,0,2,6
541473,1,1,5,1,1,4
152361,2,1,6,0,2,6
679147,2,2,6,2,1,4
30424,2,1,2,2,1,1
148576,2,2,5,2,2,1
594439,2,1,6,1,1,2
791412,2,2,6,1,2,4
47687,1,2,2,0,2,2
210441,2,2,6,2,1,1
360866,2,2,4,2,1,3
351597,2,2,5,1,1,4
956844,2,1,3,1,1,2
50275,2,1,3,1,1,2
221236,2,1,6,1,2,3
273777,2,2,5,2,2,2
644482,2,1,4,1,1,1
640086,1,2,5,1,1,3
934624,1,1,4,1,2,1
752452,2,1,5,0,2,5
58173,2,2,2,0,2,2
746505,2,1,6,1,1,1
977636,2,2,4,2,1,1
227185,2,1,3,1,2,2
929198,2,1,3,1,1,2
393628,2,2,3,0,1,3
273647,2,2,5,2,1,2
725304,1,2,5,0,1,5
173313,2,1,4,1,1,2
903002,1,2,6,1,2,5
912219,2,1,6,2,1,3
748826,1,2,6,1,1,3
745235,1,2,5,1,1,2
549020,2,2,2,0,1,2
471103,1,2,6,1,1,2
683081,1,2,3,1,1,1
344389,2,1,4,2,2,2
638119,2,1,5,2,1,1
469483,2,2,5,1,2,3
330851,1,2,5,0,1,5
411632,1,2,3,1,1,1
853602,2,1,6,2,2,4
104443,2,2,6,1,1,1
477878,1,2,4,1,2,3
280116,1,2,3,1,1,1
614743,2,2,6,2,2,5
907980,2,2,2,0,1,2
443416,2,1,4,2,2,1
963423,2,1,4,2,2,2
193342,1,1,5,1,1,3
151683,2,1,2,1,1,1
964333,2,1,2,0,1,2
973868,2,1,6,1,1,5
329395,2,1,4,2,1,1
430699,2,1,4,2,1,3
972066,2,2,6,1,2,4
202200,2,1,3,1,1,2
40175,2,1,2,1,2,1
137918,2,1,4,2,1,1
904724,1,2,6,1,2,4
57901,2,2,2,0,1,2
49270,2,1,5,0,2,5
95545,2,1,5,0,1,5
325840,1,1,4,1,1,3
313621,1,2,2,1,1,1
654138,2,2,4,1,1,1
614963,1,1,6,1,1,5
10227,2,2,6,0,1,6
646150,1,2,5,1,2,4
188800,2,2,5,1,1,3
564756,2,1,6,2,1,1
927502,1,1,3,1,1,2
233322,1,2,6,1,1,4
227994,2,1,6,1,1,5
144028,2,2,6,1,1,5
289592,1,2,4,1,2,3
705925,2,2,6,2,1,4
560219,2,2,4,0,1,4
372765,2,2,5,0,1,5
627435,2,1,5,0,2,5
365600,2,2,3,1,1,2
170920,2,1,5,1,1,2
393137,2,1,4,1,2,3
674292,2,1,5,2,1,2
19965,2,1,4,0,1,4
9218,2,1,2,1,1,1
268848,1,2,5,1,1,2
535331,2,2,3,2,2,1
177725,2,2,4,1,1,2
401555,2,1,3,2,2,2
208855,1,1,4,0,1,4
234020,2,2,6,2,1,5
811040,1,1,4,1,1,2
386818,2,2,2,1,1,1
347286,2,2,2,0,2,2
568592,2,1,5,2,1,3
255977,1,2,5,0,1,5
541902,1,1,4,0,1,4
128594,2,1,4,1,1,1
486582,2,1,6,2,1,3
674210,2,2,3,0,1,3
289469,2,2,6,1,1,4
299924,2,2,5,1,2,3
107359,1,2,4,1,1,1
776677,2,1,4,2,1,3
841155,2,1,5,1,1,3
852817,2,1,5,2,1,3
88678,2,2,6,1,1,5
733924,2,2,4,2,1,3
492325,2,1,3,1,1,2
260265,2,2,6,1,2,5
98904,2,1,5,2,2,3
484997,2,2,6,1,1,2
499994,2,1,2,2,2,1
245736,2,1,4,2,2,2
92132,2,2,4,1,1,3
15985,2,1,2,0,2,2
650779,1,1,6,1,1,2
326725,2,1,4,2,1,2
29839,1,2,6,0,1,6
61460,1,2,4,1,2,2
715836,2,1,4,0,2,4
78869,1,1,6,0,2,6
561691,2,1,3,2,2,2
849626,1,2,4,0,1,4
382726,2,2,3,2,1,1
690030,1,2,5,1,1,4
58501,2,2,4,1,1,3
761604,1,1,6,0,1,6
555815,1,1,4,1,1,2
118346,2,1,6,1,1,3
721942,2,1,4,2,2,2
706768,2,1,5,1,1,3
579352,1,1,6,1,2,5
182092,2,2,5,1,1,2
190217,1,2,3,0,1,3
835724,2,2,4,2,1,3
132284,2,1,5,0,1,5
139871,1,2,4,1,1,3
421531,1,1,4,1,1,2
92379,2,1,5,1,1,1
991734,2,1,4,1,1,2
72566,2,2,6,2,2,2
444243,2,2,4,1,1,3
760960,1,2,5,1,2,1
854874,1,1,5,0,1,5
771985,2,2,6,1,1,4
148785,2,2,5,1,2,4
512048,2,2,2,0,1,2
525708,2,2,6,1,2,1
606028,1,1,3,1,1,1
995401,1,2,5,1,1,1
32705,2,1,6,1,1,1
389701,2,2,5,0,1,5
636541,2,2,3,0,1,3
245876,2,2,2,0,1,2
760020,1,2,6,0,1,6
46008,1,2,4,1,1,1
581472,2,1,3,0,1,3
453738,1,1,6,1,1,2
699397,2,2,2,2,1,1
660361,2,1,3,1,1,1
533198,2,1,5,1,1,4
569102,2,2,3,1,1,1
323605,2,2,3,2,2,2
627689,2,2,4,1,1,2
302799,1,1,4,1,1,2
935599,2,2,6,2,2,5
680795,2,2,6,1,1,3
222420,1,1,5,1,2,4
318808,1,1,3,1,1,1
811979,2,1,6,0,1,6
181010,1,2,5,1,1,2
845668,2,2,4,1,2,3
940231,2,2,4,0,1,4
652592,2,2,3,0,2,3
981983,2,1,6,2,1,4
31929,2,1,4,0,1,4
863158,1,2,6,1,1,4
664020,1,2,2,1,1,1
499778,1,1,6,1,1,3
222622,2,2,6,2,1,3
353446,2,2,5,2,1,4
697446,2,1,5,2,1,2
436170,2,2,6,2,1,3
586509,2,1,5,1,1,3
49931,2,1,4,1,1,2
638047,1,2,4,1,2,2
894467,2,2,5,1,1,2
149539,1,1,6,1,1,3
428996,2,2,6,1,1,4
599686,1,2,6,0,1,6
386799,1,1,2,1,1,1
874543,2,1,3,2,1,1
178027,2,2,5,2,1,2
547514,1,2,2,0,1,2
47327,2,2,5,0,1,5
866511,2,2,2,2,1,1
320878,2,2,6,0,1,6
434508,2,2,5,0,1,5
694762,2,2,5,2,1,4
680538,2,1,2,0,1,2
708567,2,2,6,2,2,3
950478,1,1,6,1,1,3
195144,1,2,5,1,1,4
472852,2,1,3,2,2,1
467456,2,2,4,0,1,4
503388,2,2,3,2,1,2
140710,2,1,6,2,1,5
100616,1,1,6,0,2,6
445924,1,2,6,1,1,2
182299,2,1,2,1,1,1
142244,1,2,6,1,1,2
184943,2,2,6,1,1,2
833761,2,2,5,0,2,5
459304,1,2,2,1,2,1
582036,2,2,3,0,2,3
914528,2,1,3,0,2,3
307284,2,1,3,0,1,3
126184,1,1,4,1,1,1
816514,2,2,6,0,1,6
922538,1,2,4,1,2,3
480055,2,2,3,0,1,3
93920,1,1,6,1,2,5
246223,2,1,5,0,2,5
785997,1,2,2,0,1,2
225064,1,1,5,1,1,2
17704,1,2,2,1,2,1
992184,2,2,2,1,1,1
319287,2,2,4,1,2,3
205562,2,2,2,1,2,1
198758,2,2,3,2,1,2
711533,1,2,3,1,1,2
780506,1,2,4,1,1,2
898048,1,1,3,0,2,3
421745,1,1,6,1,1,4
345025,1,1,5,1,1,2
577080,2,1,4,1,1,1
851311,1,1,3,0,1,3
848294,2,1,4,2,2,3
666053,2,2,6,1,1,4
689051,2,2,4,0,1,4
974485,1,2,6,1,2,4
924289,2,1,5,2,1,1
569720,2,2,2,1,1,1
483499,2,2,3,0,1,3
578801,1,1,6,1,1,3
248994,1,1,3,0,1,3
703081,1,1,2,1,1,1
864650,1,1,4,0,1,4
252593,2,1,3,2,1,2
55235,1,2,6,1,2,2
549542,1,1,5,1,1,3
28578,1,1,5,1,1,3
565145,1,1,3,1,1,1
76915,2,1,4,0,1,4
729264,2,2,5,1,1,4
525252,2,2,4,2,1,1
363128,2,1,5,0,2,5
648358,1,1,4,0,1,4
757916,2,1,5,2,1,1
403590,1,2,4,1,1,2
760622,2,1,5,0,1,5
201042,1,2,5,1,1,4
96301,1,2,2,1,1,1
726002,2,2,4,1,2,2
719837,1,1,3,1,2,2
16735,2,1,6,2,1,1
509717,2,1,4,0,1,4
527183,2,2,4,2,1,1
986665,2,1,5,1,1,4
124407,2,2,4,1,1,2
59666,1,1,5,0,1,5
595858,2,1,5,1,1,2
296019,2,1,4,2,2,1
350188,2,1,6,2,1,3
543728,2,2,4,1,1,2
530426,1,1,6,1,2,5
788974,2,2,6,2,2,3
127061,1,1,6,1,1,5
349582,2,2,4,1,1,1
835249,2,2,6,2,1,5
621398,2,2,6,1,1,2
312549,1,2,2,1,1,1
873369,2,1,3,1,1,2
161353,2,2,6,1,2,2
978229,1,1,2,0,1,2
642550,2,2,6,0,1,6
724814,2,2,4,2,1,1
594050,2,2,4,2,2,1
777089,2,2,6,1,1,3
136777,1,2,2,0,2,2
302029,2,1,4,2,1,1
440502,1,1,3,1,2,1
75467,2,2,6,0,1,6
355563,1,2,4,1,1,1
652180,1,1,6,1,2,5
739383,2,2,5,2,2,4
642725,2,2,3,2,2,1
176737,2,1,5,0,1,5
918777,2,1,4,2,1,3
888787,1,2,5,1,1,3
43981,2,2,2,1,1,1
894635,2,1,6,1,1,5
867734,1,2,3,0,1,3
388247,1,1,3,1,1,1
888294,1,2,3,0,1,3
711689,2,2,2,0,2,2
737275,2,2,6,0,1,6
641057,1,1,2,0,1,2
473578,1,2,4,1,1,3
73660,2,1,3,1,1,2
523380,2,2,5,1,1,3
767396,2,2,4,2,1,1
286397,2,2,3,1,1,1
309445,2,1,5,0,1,5
822156,2,1,5,1,1,1
582396,1,1,4,0,1,4
901117,1,1,5,1,1,1
85083,2,1,3,0,2,3
554042,1,2,3,1,2,2
442812,1,2,5,1,1,1
568362,2,2,5,1,1,2
221696,1,1,5,1,1,4
745255,1,1,4,0,1,4
191006,1,1,6,1,1,5
212672,2,1,2,0,1,2
36308,2,1,2,0,1,2
791486,1,2,6,1,1,3
296003,1,1,6,1,1,2
598921,1,1,3,1,1,2
321361,2,1,4,0,1,4
300640,1,2,3,1,1,2
684651,2,1,5,2,2,1
617693,2,1,4,2,1,1
64996,1,2,6,1,1,5
333987,2,1,5,1,1,2
991328,2,2,6,2,1,1
748982,2,1,3,1,2,2
831567,1,1,3,0,2,3
664173,1,2,5,0,2,5
347791,2,1,5,2,1,4
469086,2,2,3,1,1,2
112429,2,2,5,2,1,1
172956,2,2,5,0,1,5
686845,2,1,3,1,2,1
403706,1,1,6,1,1,5
62392,2,1,2,0,1,2
784041,1,2,3,1,1,2
619738,2,1,5,2,1,3
447196,1,2,4,1,1,1
897500,1,2,5,0,1,5
383767,2,1,6,1,1,2
267150,2,2,3,1,1,2
524894,2,1,2,2,2,1
201169,2,1,2,2,2,1
989615,1,1,6,1,2,3
312141,2,2,4,0,1,4
512585,2,1,3,2,1,2
903659,2,1,2,2,1,1
469168,2,2,5,0,1,5
751958,1,2,6,1,1,4
965997,2,2,2,1,1,1
899492,2,2,5,1,2,1
655495,1,2,6,0,1,6
552962,1,2,6,1,1,1
199167,2,2,6,1,2,5
925638,1,2,6,1,1,1
492332,2,2,4,2,1,3
653415,2,1,3,1,1,1
46081,1,2,4,1,1,3
401203,2,1,2,2,1,1
770250,2,2,2,0,1,2
732106,2,2,5,2,1,4
926417,2,2,6,2,2,3
206790,2,2,6,1,2,1
672395,1,2,4,1,1,2
190257,2,1,2,0,1,2
406375,2,1,6,2,1,1
369575,1,2,4,1,1,3
75022,2,2,2,0,2,2
359492,2,2,6,1,2,2
305714,2,1,5,2,1,2
899417,1,2,6,1,1,5
499453,2,2,4,1,1,2
418771,2,1,5,1,1,1
230435,2,1,2,2,2,1
486391,2,2,5,1,1,3
826803,2,2,4,0,1,4
513651,2,2,3,1,1,1
910322,2,2,5,2,1,1
889755,2,2,4,1,1,2
803323,2,2,3,1,1,1
762318,1,2,6,1,1,3
712232,2,2,5,2,1,1
863484,2,2,6,1,2,3
510235,2,1,5,0,1,5
529585,1,2,5,1,1,3
51665,2,2,5,2,1,2
928318,1,1,6,1,1,2
760686,2,2,5,1,1,3
897384,2,1,3,0,1,3
98361,1,2,6,0,2,6
181872,2,1,4,2,1,3
737495,2,1,4,0,2,4
395002,1,2,3,1,1,2
69188,1,2,6,0,1,6
314770,1,2,4,1,1,1
505856,1,2,4,0,2,4
200595,2,2,5,2,1,1
712674,2,2,6,1,1,4
105227,2,1,4,2,1,1
812581,2,1,3,2,1,1
622896,2,1,5,1,1,2
683870,2,2,5,2,1,4
479192,1,2,6,1,1,3
912382,2,2,4,1,1,1
908174,2,1,6,2,1,2
691386,2,1,5,2,1,3
361770,2,2,4,1,2,2
434970,2,2,5,0,1,5
297334,2,1,6,2,1,2
253895,2,2,5,1,2,4
572385,1,2,4,0,1,4
125233,2,2,4,1,1,1
10041,2,1,5,1,1,1
998588,2,1,6,0,1,6
975690,2,2,5,2,2,2
265290,2,1,6,2,1,5
937922,2,2,4,2,1,2
840051,2,1,2,1,1,1
225106,2,1,5,1,1,4
973601,2,1,4,2,1,2
887213,2,1,6,1,1,5
103714,2,2,3,0,1,3
450113,2,2,5,1,2,4
788139,2,2,3,2,1,1
358222,1,2,5,1,1,1
349030,2,1,6,2,1,4
614716,2,2,5,1,1,1
514119,1,2,4,1,1,2
245584,1,1,2,1,1,1
3414,2,2,6,1,1,5
889447,2,2,5,2,1,3
827142,2,1,3,2,1,2
912670,2,1,2,2,2,1
785222,1,1,3,1,1,1
102779,2,2,2,0,2,2
932246,1,2,4,0,2,4
794609,2,1,4,2,2,1
116917,2,2,5,2,2,3
588149,2,2,3,0,2,3
182832,1,1,5,1,1,1
418661,2,2,4,0,1,4
436504,2,2,6,2,1,4
117735,2,1,3,2,1,1
69913,2,1,6,2,2,2
410434,2,2,5,1,1,4
609176,1,1,3,1,1,1
741494,1,1,6,1,1,1
688044,2,1,5,0,2,5
998214,2,1,6,1,2,5
99018,2,2,6,2,2,4
853087,2,2,4,1,2,1
681849,1,2,6,1,2,3
699401,2,1,4,1,1,1
25586,1,1,4,1,1,2
202437,2,2,4,0,1,4
830452,1,2,6,1,1,4
205009,2,2,6,2,1,3
339913,2,2,5,0,1,5
591233,1,2,6,1,2,2
313711,2,2,6,1,1,1
773677,2,2,2,0,2,2
241224,2,2,2,1,1,1
868131,1,1,2,1,2,1
17270,1,1,6,0,1,6
972761,1,1,6,1,1,5
198841,2,2,6,2,1,1
618596,1,1,6,0,2,6
455143,2,1,6,2,1,1
903801,1,1,4,1,1,3
929010,1,1,5,1,1,1
269363,2,2,4,2,1,1
216104,2,1,3,2,1,1
504799,1,2,6,0,1,6
813079,1,2,4,1,1,3
844275,2,2,3,2,1,1
735046,1,1,6,1,1,2
589958,1,2,4,0,2,4
388486,2,1,5,2,2,2
868455,2,2,5,0,1,5
682477,2,2,2,2,2,1
740228,2,1,4,1,1,1
862964,1,1,6,1,1,1
366580,2,2,6,1,1,4
430392,2,1,3,1,1,1
276393,2,1,4,2,2,3
1686,2,1,5,2,1,3
932310,2,1,2,2,1,1
182975,2,2,4,0,2,4
978556,2,2,3,0,1,3
491054,1,2,6,1,2,1
249436,2,2,6,2,2,4
926938,1,1,5,1,2,4
118810,2,1,6,1,2,5
708290,2,2,5,1,1,3
481479,2,1,6,2,1,1
890748,2,2,6,1,1,5
435726,1,2,5,1,1,3
658601,2,2,6,1,1,4
47400,2,1,6,1,1,1
999043,2,1,6,1,1,5
878101,2,2,6,0,2,6
228927,2,2,2,0,1,2
651608,2,1,2,1,1,1
930393,2,2,5,0,1,5
497569,2,1,4,2,1,3
936037,1,1,4,1,1,3
621630,2,1,6,2,1,1
127504,1,2,5,1,1,1
395065,1,1,6,1,1,1
998024,2,2,4,1,1,3
946940,2,2,3,2,2,2
91452,1,2,5,1,1,2
690578,1,2,6,1,1,5
767870,1,1,4,1,1,2
608090,2,1,6,1,1,4
902544,1,2,4,0,1,4
583419,1,2,5,1,1,1
809328,2,1,6,1,1,3
825024,2,2,3,0,2,3
727142,2,1,2,0,2,2
107474,1,2,6,1,1,4
917209,2,1,5,1,2,4
341068,2,2,6,1,2,2
275643,2,1,5,2,1,4
419313,2,1,4,0,1,4
236037,2,1,6,1,1,4
268378,2,1,6,1,1,3
537831,2,2,5,0,1,5
798058,2,2,5,2,1,4
547335,2,1,3,1,1,2
427133,2,2,3,2,1,1
242038,1,2,4,1,2,3
133954,2,2,5,1,1,2
552351,1,2,6,1,1,1
478589,2,1,6,2,1,2
376832,2,1,4,1,1,3
856512,2,1,5,0,1,5
370257,1,2,6,1,1,3
84456,1,1,5,1,1,2
520821,1,2,4,1,1,3
461991,2,1,2,0,2,2
882294,2,2,4,2,2,1
449748,1,2,6,1,1,1
217919,1,2,6,1,1,4
360996,2,1,2,2,2,1
309056,1,2,6,1,1,4
54571,2,2,6,1,2,1
460519,1,2,3,0,1,3
721586,1,1,5,1,1,2
676058,2,1,6,2,1,2
882661,2,2,6,1,1,3
56455,2,1,5,1,1,2
501565,1,2,6,1,1,2
646898,1,1,2,0,2,2
974588,2,2,5,2,2,1
226873,1,1,6,1,1,5
982870,2,1,2,0,1,2
647738,1,1,5,1,1,4
41498,2,2,4,1,1,2
127694,2,2,5,0,1,5
141535,2,1,4,0,2,4
180061,1,1,2,0,1,2
635733,1,2,5,1,2,2
549918,2,1,6,1,1,5
217929,1,2,4,1,1,1
758403,1,2,5,1,1,3
914112,2,1,6,2,1,4
741330,1,1,5,1,1,1
667349,2,1,5,2,1,1
232544,2,1,2,1,1,1
217304,2,1,6,1,1,2
806615,2,2,5,2,1,1
429836,2,1,5,2,1,2
412640,2,2,3,1,1,2
840931,2,1,5,0,1,5
701864,1,1,6,1,1,5
756829,2,1,6,1,2,3
780622,2,1,4,1,2,1
809894,2,2,5,2,1,4
580466,1,1,6,1,1,5
863159,2,1,4,2,1,2
599448,2,1,3,1,1,1
915719,2,2,3,0,1,3
828292,2,2,5,1,1,2
737027,2,2,3,1,2,1
443924,2,1,6,1,1,5
205797,2,2,5,2,1,2
424103,2,2,6,2,2,2
841826,2,2,5,1,1,4
960881,2,2,4,2,1,2
639327,2,1,3,2,2,2
132908,2,2,3,1,1,2
633036,2,1,3,2,1,2
43693,2,1,2,0,1,2
910450,2,2,3,2,1,2
332196,2,1,6,0,1,6
950415,2,1,6,1,1,1
545616,1,2,2,0,1,2
150071,2,2,6,1,1,3
329943,2,1,2,0,1,2
745319,2,2,6,1,1,2
377920,1,1,2,0,2,2
473281,2,2,6,1,1,3
983697,1,1,6,1,2,5
646076,2,2,2,0,1,2
869267,1,1,2,0,2,2
278711,2,1,3,0,1,3
574182,2,1,2,0,1,2
948320,2,2,2,1,1,1
817229,1,2,5,1,2,1
935986,2,2,5,1,1,2
232110,2,1,4,2,1,2
16565,2,1,6,2,1,2
825573,1,1,4,1,1,1
558818,2,1,5,2,1,3
6972,1,1,3,1,1,2
694760,1,1,5,1,2,4
776563,2,2,6,2,2,1
656973,2,1,5,2,2,2
924813,2,2,6,0,1,6
233423,2,1,4,0,2,4
144491,2,1,5,2,2,1
771936,2,1,4,0,1,4
971650,2,1,4,1,1,1
973171,2,1,6,1,1,4
204713,2,1,4,0,1,4
498658,1,2,6,1,1,1
261403,2,1,4,1,1,1
995432,2,2,6,2,1,1
719405,1,2,3,0,2,3
251838,2,2,6,2,2,1
682191,2,2,4,1,1,1
385914,2,2,2,1,1,1
128164,2,1,5,2,1,1
461399,2,2,6,0,1,6
939928,1,1,5,1,1,4
379152,1,2,5,1,2,2
756116,2,2,4,2,1,3
944569,1,1,6,1,2,3
345517,2,1,6,0,1,6
602383,2,1,5,2,1,4
980787,1,2,5,1,1,3
68768,2,2,3,2,1,1
355416,2,2,5,1,1,3
614477,2,2,4,0,2,4
179186,2,1,5,0,1,5
779814,2,2,6,2,1,3
297920,2,2,5,1,2,1
886622,2,2,6,2,1,3
55899,2,2,2,0,1,2
167300,2,2,2,1,1,1
130377,2,2,3,2,1,2
820110,2,1,4,1,1,2
580194,1,1,4,0,1,4
366457,2,2,3,2,1,2
741122,2,1,5,0,1,5
642672,2,1,6,1,1,3
251563,2,2,5,2,2,3
636650,2,1,5,1,2,1
342586,1,2,6,1,1,3
780538,2,2,5,2,1,2
463204,2,1,5,2,1,1
237446,1,1,3,0,1,3
383350,2,1,5,1,1,4
781968,2,2,5,2,1,3
847053,2,1,6,1,2,2
887674,2,2,4,0,1,4
975571,2,2,4,1,1,2
748038,1,2,6,1,1,3
644906,2,1,5,2,1,3
471662,2,2,4,1,1,2
848256,2,2,6,1,1,4
818847,2,1,5,0,1,5
159950,1,2,6,1,1,3
981824,1,1,4,1,1,2
589367,2,2,6,2,1,4
347558,2,1,5,2,1,1
430256,1,2,6,1,2,3
240481,2,1,3,2,2,2
332455,2,2,5,0,2,5
220838,2,1,3,1,1,1
659708,2,2,5,2,1,2
7277,1,2,6,0,2,6
855898,2,2,5,2,1,3
608321,2,1,5,2,1,4
29551,2,2,5,1,1,1
738546,2,1,6,2,1,3
23099,2,2,5,0,2,5
880894,2,2,4,2,2,3
189710,1,2,6,1,1,3
729288,1,1,6,1,2,4
161561,1,1,5,1,1,3
795422,2,2,3,0,1,3
739014,2,1,5,1,1,1
954994,1,1,4,0,1,4
225195,2,2,4,1,1,1
824569,1,1,5,1,1,4
368701,2,2,5,0,1,5
53012,2,1,5,0,1,5
621022,2,1,5,2,2,2
261585,2,2,6,0,1,6
118396,2,1,4,0,1,4
216927,1,2,5,1,1,4
701233,1,1,2,1,1,1
174218,1,1,4,1,2,2
158698,1,1,6,1,1,1
829405,2,1,5,2,2,3
712422,2,1,3,0,2,3
752599,1,2,5,1,1,2
538133,1,2,3,0,1,3
862128,1,2,4,1,1,1
843425,2,2,2,2,1,1
156003,2,1,6,2,1,2
2670,1,2,6,1,1,1
944787,1,2,4,0,1,4
848412,1,2,3,1,1,1
776502,1,2,3,1,1,2
706918,1,2,5,1,1,2
74985,1,2,4,1,1,3
176344,1,2,6,0,1,6
405917,2,2,3,0,1,3
912507,2,1,5,2,2,4
423478,1,1,3,0,1,3
729740,2,2,5,2,2,4
870651,1,2,6,1,1,3
514515,2,2,6,2,2,1
609546,2,1,5,0,1,5
557681,1,1,6,1,2,3
738373,1,2,5,1,1,1
30263,2,2,2,2,1,1
444336,2,2,5,2,1,3
41066,2,2,6,0,1,6
384519,1,1,3,1,1,1
864453,2,1,4,1,1,2
711700,2,1,3,0,2,3
91695,2,2,5,1,2,3
896116,2,2,2,0,1,2
569110,2,1,5,1,1,2
53022,2,1,5,2,1,3
208519,2,2,6,2,1,2
848992,2,2,4,2,1,3
362160,1,2,5,1,2,4
715777,2,2,6,0,1,6
667657,2,2,3,1,1,1
526940,1,2,4,1,1,1
